نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
ساميار,,خیابان مصدق شمالی خیابان یکم سمت چپ,1,15,ابتدایی یا متوسطه,,51,,16
ستاره سادات,,میدان المپیک شهرک صدرا,1,15,دیپلم,,53,,11
سراج الدين,,قنات   کوثر   بلوار   مطهری    ک   قنبر  مقدم   یا   دهم   شرقی,1,13,سیکل,,54,,29
سراله,,پل سید خندان خیابان شقاقی,1,16,کارشناسی (لیسانس),,35,,7
سعدي,,پاسداران ابتدای شهید عراقی فرهنگستان سوم   ابتدای خ . پایدار فر,0,19,کارشناسی ارشد یا بالاتر,,44,,0
سعيداله,,خ مدنی ،خ بخت آزاد نبش ک پاکی,1,15,ابتدایی یا متوسطه,,46,,29
سفانه,,خ منتظری ک افشار,0,24,دیپلم,,33,,17
سكينه السادات,,م  ابوذر  .  خ  جابر  اسدی  .  ک  ایجی  .,0,21,سیکل,,38,,9
سكينه سادات,,اتوبان محلاتی خ پاسدار گمنام خ شاهد 13,1,23,کارشناسی (لیسانس),,26,,27
سلوي,,تهرانسر - بلوار گلها - وسط کوچه شهید محمود جعفری .,1,15,کارشناسی ارشد یا بالاتر,,15,,22
سماسادات,,م  پونک  .  خ  میرزا بابایی  .  بالاتر از  بانک  گردشگری,1,25,ابتدایی یا متوسطه,,16,,30
سمرقند,,ولنجک .بلوار دانشجو-,0,17,دیپلم,,35,,22
سنيه,,خیابان کمیل بین خوش و رودکی - کوچه رحمان,0,23,سیکل,,44,,9
سهند,,خ خاوران خ عارف کوچه دروازبان,0,12,کارشناسی (لیسانس),,35,,17
سهيلاالسادات,,شهرک غرب زرافشان شمالی کوچه ششم  و کوچه هشتم,0,20,کارشناسی ارشد یا بالاتر,,24,,14
سوريه,,باغ فیض- خ باهنر-,1,24,ابتدایی یا متوسطه,,48,,23
سيب گل,,انتهای خرازی- میدان ساحل -خیابان جوزانی -خیابان مولوی - خیابان مولوی یکم  - انتهای خیابان,1,20,دیپلم,,26,,26
سيداسداله,,کیلومتر 5 جاده ورامین.فیروزاباد.ده خیر .نبش ک زیبا .,1,14,سیکل,,52,,13
سيداشكان,,شهرک غرب انتهای ایوانک غرب خیابان گل افشان شمالی کوچه شهید شاه محمدی,0,15,کارشناسی (لیسانس),,54,,33
سيدالياس,,خ قزوین خ سبحانی کوچه طاهری سرتا سر کوچه بخصوص,1,13,کارشناسی ارشد یا بالاتر,,23,,18
سيدايليا,,زمزم سه راه زمزم حسین نصیری,0,19,ابتدایی یا متوسطه,,44,,34
سيدايوب,,خیابان شریعتی . بلوار صبا .,0,20,دیپلم,,33,,0
سيدپوريا,,جاده مخصوص کرج.شهرک فرهنگیان غرب,0,25,سیکل,,25,,0
سيدجاسم,,میدان شاپور . خ شیخ بهایی . ک رشیدی .,1,21,کارشناسی (لیسانس),,39,,23
سيدحجت اله,,شهر ری - میدان حرم -,1,25,کارشناسی ارشد یا بالاتر,,16,,21
سيدخدابخش,,خیابان شهید لنگری . کوی 17 شهریور .,0,18,ابتدایی یا متوسطه,,52,,18
سيدرحمان,,تقاطع خیابان دکتر علی شریعتی (شمیران) و خیابان شهید برادران باقری شبستری,0,12,دیپلم,,21,,12
سيدرحيم,,خ پاسداران ک کوکب,0,12,سیکل,,21,,13
سيدزين العابدين,,شیخ فضل اله نوری شهرک آزمایش .ابتدای  بلوار مرزداران-,0,17,کارشناسی (لیسانس),,49,,19
سيدشهريار,,تهرانسر . بلوار یاس . نبش بنفشه,1,12,کارشناسی ارشد یا بالاتر,,24,,4
سيدصدرا,,شوش شرقی,1,16,ابتدایی یا متوسطه,,22,,9
سيدطارق,,رشید جنوبی - بین گلبرگ و بهار - نبش 136 غربی - پیاده روی جلوی مسکن کاج,0,19,دیپلم,,40,,33
سيدطاهر,,مرودشت انتهای خیابان پلیس ابتدای اجاره دار کوچه هوشنگ نوری,0,17,سیکل,,24,,28
سيدعبدالحميد,,جاده مخصوص . بعداز اکباتان .,0,23,کارشناسی (لیسانس),,41,,25
سيدعبدالعظيم,,خیابان شهید براردان فلاح،تقاطع شهید سادات,1,24,کارشناسی ارشد یا بالاتر,,52,,15
سيدعبدالعلي,,شهرک نفت چنگان دوم,0,23,ابتدایی یا متوسطه,,24,,33
سيدعظيم,,شهر زیبا - بلوار تعاون - بلوار آلاله شرقی,0,12,دیپلم,,21,,10
سيدعلاء,,تهران سر . بلوار اصلی .,1,13,سیکل,,46,,9
سيدغلامعلي,,جاده قدیم کرج.به سمت غرب.بعداز چهارراه ایران خودرو. . زیر گذر پل  علم و فناوری.,1,14,کارشناسی (لیسانس),,42,,25
سيدفاخر,,شریعتی . بعد از پلیس . نبش ک ساجیان .,1,25,کارشناسی ارشد یا بالاتر,,25,,24
سيدفاضل,,خانی آباد نو - خ لطیفی - خ محرمی - کوچه پنجم,0,19,ابتدایی یا متوسطه,,23,,24
سيدفرشاد,,خ امام خمینی . بین اسکندری و نواب . ضلع جنوبی پل . نبش کوچه سید داود مدنی,1,19,دیپلم,,38,,17
سيدقائم,,تهرانسر بالاترازمیدان کمال الملک,1,20,سیکل,,18,,18
سيدكبري,,پیچ شمیران ک ارباب اردشیر,1,15,کارشناسی (لیسانس),,45,,14
سيدكمال الدين,,تقاطع خیابان هفده شهریور و خیابان ایت الله سعیدی,1,22,کارشناسی ارشد یا بالاتر,,17,,3
سيدكميل,,پیروزی خ نبرد شمالی کوچه مرتضوی,1,25,ابتدایی یا متوسطه,,17,,2
سيدلطيف,,اتوبان فتح فتح 11 گلبن 9 شرقی,1,15,دیپلم,,55,,1
سيدماشاءاله,,پاسدارن-بوستان 8-مابین پایدار فر و اسلامی-,0,21,سیکل,,25,,23
سيدماشااله,,ستاری نرسیده به همت  پارک ایثار,1,15,کارشناسی (لیسانس),,55,,6
سيدمحمدسبحان,,مجیدیه شمالی  میدان سرباز  خ امیرنیا  کوچه نصیبی  انتهای کوچه نوروزیان  بن بست رجایی   - فضای سبز,0,17,کارشناسی ارشد یا بالاتر,,53,,30
سيدمحمدسينا,,خ قصر دشت نرسیده به چهارراه مرتضوی کوچه عزیزیان .,0,12,ابتدایی یا متوسطه,,17,,30
سيدمحمدطه,,انتهای اشرفی اصفها نی خ سیمون بو لیوار بلوار سیمون بو لیوار ابتدای خ الوند,1,18,دیپلم,,41,,29
سيدمحمدعرفان,,ازادگان  شرق به غرب . بعد از بزرگراه کاظمی . نرسیده به جاده اسلامشهر . محدوده دوربین کنترل سرعت,1,12,سیکل,,30,,30
سيدمحمدفاضل,,بلوار فرحزادی خیابان شهید حافظی بعد از بلوار درختی روبه روی,1,16,کارشناسی (لیسانس),,33,,19
سيدمحمدكاظم,,خ قزوین خ داود ابراهیمی,0,25,کارشناسی (لیسانس),,23,,12
سيدمحمدمبين,,شهر ری بزرگراه  سلمان فارسی خیابان الله دادی,1,14,کارشناسی ارشد یا بالاتر,,37,,12
سيدمحمدمحسن,,مولوی - خیابان تختی - کوچه جعفری,0,22,ابتدایی یا متوسطه,,33,,6
سيدمحمدمصطفي,,خ مولوی - ک قفل سازان - ک میر حبیبی - نبش عیوض خانی -,0,25,دیپلم,,45,,14
سيدمحي الدين,,سعات اباد  ..شهرک مخابرات - بلوار پیام - خ پانزدهم -,1,21,دیپلم,,15,,5
سيدمهدي يار,,جنت اباد جنوبی  پایین تر از چهار راه لاله بوستان حدیثه,0,24,دیپلم,,29,,29
سيدناجي,,تختی. کوچه 14 .,1,13,دیپلم,,34,,26
سيدنبي اله,,صفاریه . بلوار عابدی . ک حسینی غربی,1,23,کارشناسی (لیسانس),,53,,27
سيدنعمت,,گیشا- خ یاس-,0,21,کارشناسی (لیسانس),,17,,11
سيدنعمت اله,,افسریه - - 15 متری سوم - کوچه  35  -,0,17,کارشناسی (لیسانس),,17,,31
سيده,,جنوب به شمال مدرس- صد متر قبل از پارک وی,1,21,دیپلم,,22,,9
سيده آتنا,,پونک.اشرفی اصفهانی.انتهای بلوار کمالی.خ فرج.,1,25,کارشناسی ارشد یا بالاتر,,25,,11
سيده آسيه,,ظفر تقاطع ابتدای . گوی ابادی - نبش چهار راه,1,17,کارشناسی (لیسانس),,24,,13
سيده افسانه,,خ فلسطین - نرسیده به خ جمهوری -,1,21,فوق دیپلم,,47,,1
سيده ام البنين,,اشرفی بلوار کمالی فجر 5,0,14,کارشناسی ارشد یا بالاتر,,49,,0
سيده انسيه,,فرحزاد خ امام زاده داوود نرسیده به پل ذلفقار,1,15,دیپلم,,50,,26
سيده آيدا,,خیابان کلاهدوز,0,13,دیپلم,,47,,20
سيده بلقيس,,دربند . خ احمد زمانی . خ الفت . کوچه حافظ -,1,14,دیپلم,,26,,16
سيده حسنا,,فلاح . 12 متری رزاقی . ک حسین حیدری .,0,25,دیپلم,,18,,13
سيده راحله,,گیشا خ 39,1,16,دیپلم,,39,,2
سيده رحيمه,,م فلاح . 20 متری ابوذر . 10 متری بدخشان کمالی . نبش ک نوری پور .,0,20,دیپلم,,45,,30
سيده رها,,میدان توحید . نصرت غربی,1,23,دیپلم,,26,,33
سيده زكيه,,کیانشهر - بلوار امام رضا - خیابان ال ابراهیم - خیابان غیث شاهرودی -,0,15,کارشناسی ارشد یا بالاتر,,42,,3
سيده زهراء,,خیابان فرشته  خیابان اخگری,1,17,دیپلم,,23,,4
سيده زيبا,,شمیران نو - خیابان غفاری - نرسیده به تقاطع نعمت زاده,0,17,کارشناسی (لیسانس),,49,,33
سيده سادات,,کارگر شمالی - نبش کوچه خجسته,1,25,دیپلم,,48,,20
سيده سعادت,,بلوار فردوس شرق خ وفا اذر جنوبی,1,15,کارشناسی ارشد یا بالاتر,,50,,15
سيده سليمه,,خ  سبلان  شمالی,1,24,ابتدایی یا متوسطه,,38,,23
سيده شايسته,,سعیدی وصفنارد دوم حریم راه اهن خ مقدم,1,23,دیپلم,,29,,17
سيده شهناز,,افسریه . ک زالی. بین دوم و سوم .,1,21,کارشناسی ارشد یا بالاتر,,28,,6
سيده شيدا,,فردوس غرب خ بهار شمالی,1,12,ابتدایی یا متوسطه,,51,,28
سيده شيما,,یوسف اباد خیابان ابن سینا خ 19/1,0,14,کارشناسی (لیسانس),,24,,32
سيده شيوا,,نارمک- کمی بالاتر از  تقاطع خیابان دردشت با خ اخلاقی  در داخل ایستگاه اتوبوس,1,15,کارشناسی (لیسانس),,52,,0
سيده عارفه,,اتوبان بعثت شهرک بروجردی بلوار امام رضا,1,16,دیپلم,,28,,0
سيده عاليه,,شهرزاد - زیر پل فرح اباد,1,16,فوق دیپلم,,43,,15
سيده فرزانه,,اين معابر ( پياده رو و سواره رو) نياز به نظافت دارد.,0,20,دیپلم,,50,,12
سيده فروغ,,خ ستارخان . خ شادمان . خ خوشرو . ک سرابی . ک رجایی,1,21,دیپلم,,37,,15
سيده فريده,,میدان خراسان ابتدای خ خاوران ضلع جنوبی,1,24,کارشناسی (لیسانس),,52,,7
سيده مدينه,,امامزاده حسن خ صبوری شهید اسماعیل محمدی,0,23,ابتدایی یا متوسطه,,26,,1
سيده منصوره,,میدان اختیاریه - خ جهانیان - کوچه سعادت - بن بست اول,0,23,فوق دیپلم,,39,,20
سيده منيره,,نواب لاین کندرو میدان بریانک,0,21,دیپلم,,19,,35
سيده مهلا,,شهرک علایین - شهرک رضوان - فاز دو -,1,20,ابتدایی یا متوسطه,,42,,23
سيده نازنين زهرا,,خانی اباد نو . خیابان لطیفی -بعد از درختی . باشگاه بدنسازی معین,1,25,دیپلم,,29,,1
سيده ناهيد,,خ سراج - چهارراه دلاوران - نبش ک صاحب الزمان,0,19,ابتدایی یا متوسطه,,15,,22
سيده نجيبه,,تهرانپارس - خیابان 186 شرقی - خیابان سجده ای,1,16,فوق دیپلم,,26,,11
سيده نورالزهرا,,اطراف ایستگاه مترو جوان مرد محل توقف تاکسی ها,0,20,دیپلم,,42,,27
سيده هدا,,میدان شوش خ شهید ماشاالله موسوی,1,20,کارشناسی (لیسانس),,50,,10
سيديداله,,میدان رازی میدان رباط کریم اصلی داخل پارک,0,16,دیپلم,,39,,4
سيران,,میدان حق شناس -خ شیخ محمدی -کوچه معصومی -نبش کوچه مرادی  -,0,15,دیپلم,,48,,16
سيف الله,,نواب بین شکوفه وهاشمی,0,21,کارشناسی (لیسانس),,37,,7
سيمين عذار,,شهرری - سه راه ورامین - ابتدای امام زاده عبدالله -,1,24,کارشناسی (لیسانس),,15,,27
شاكر,,میدان ونک - اول خ برزیل - خ شمس لاهیجانی - بن بست  12,1,18,دیپلم,,50,,24
شاهپور,,خ پیروزی - خ پرستار - کوچه یاس شرقی -,1,15,کارشناسی (لیسانس),,37,,30
شاينا,,بزرگراه رسالت,1,16,کارشناسی (لیسانس),,33,,27
شجاع,,خ پیروزی - خ دهم فروردین - خ فرشباف -,0,18,کارشناسی (لیسانس),,17,,6
شروق,,خ فاطمی,1,12,کارشناسی ارشد یا بالاتر,,54,,0
شريف,,خ سهروردی شمالی . خ خلیلی حسینی بعد از چهارراه کیهان,0,16,دیپلم,,55,,12
شفق,,خیابان کارون بالا تر از امام خمینی. کوچه روستایی.,1,22,دیپلم,,23,,24
شفيعه,,پیروزی  خ محوی ک صادق زاده بن بست مریم,0,19,کارشناسی (لیسانس),,53,,28
شكرخدا,,افسریه 15 متری اول 8 کوچه صیفی,0,24,کارشناسی (لیسانس),,26,,6
شمس السادات,,میدان امام حسین ( ع ) خ صفای شرقی,0,23,دیپلم,,29,,19
شمس الله,,خ پرستار . خ لادن غربی . کوچه اختر . ک شقایق.,1,23,کارشناسی (لیسانس),,25,,32
